"","x","y","z"
"1",500,0,1.09838
"2",928.571428571429,0,1.07373897959184
"3",1357.14285714286,0,1.04187591836735
"4",1785.71428571429,0,1.00279081632653
"5",2214.28571428571,0,0.956483673469388
"6",2642.85714285714,0,0.902954489795919
"7",3071.42857142857,0,0.842203265306122
"8",3500,0,0.77423
"9",500,0.142857142857143,1.21350031341108
"10",928.571428571429,0.142857142857143,1.21435579446064
"11",1357.14285714286,0.142857142857143,1.21300771865889
"12",1785.71428571429,0.142857142857143,1.20945608600583
"13",2214.28571428571,0.142857142857143,1.20370089650146
"14",2642.85714285714,0.142857142857143,1.19574215014577
"15",3071.42857142857,0.142857142857143,1.18557984693878
"16",3500,0.142857142857143,1.17321398688047
"17",500,0.285714285714286,1.12337077259475
"18",928.571428571429,0.285714285714286,1.14202421282799
"19",1357.14285714286,0.285714285714286,1.16349258017493
"20",1785.71428571429,0.285714285714286,1.18777587463557
"21",2214.28571428571,0.285714285714286,1.21487409620991
"22",2642.85714285714,0.285714285714286,1.24478724489796
"23",3071.42857142857,0.285714285714286,1.27751532069971
"24",3500,0.285714285714286,1.31305832361516
"25",500,0.428571428571429,0.915437441690963
"26",928.571428571429,0.428571428571429,0.944190298833819
"27",1357.14285714286,0.428571428571429,0.980776567055394
"28",1785.71428571429,0.428571428571429,1.02519624635569
"29",2214.28571428571,0.428571428571429,1.07744933673469
"30",2642.85714285714,0.428571428571429,1.13753583819242
"31",3071.42857142857,0.428571428571429,1.20545575072886
"32",3500,0.428571428571429,1.28120907434402
"33",500,0.571428571428571,0.67714638483965
"34",928.571428571429,0.571428571428571,0.708300116618075
"35",1357.14285714286,0.571428571428571,0.752305743440233
"36",1785.71428571429,0.571428571428571,0.809163265306123
"37",2214.28571428571,0.571428571428571,0.878872682215743
"38",2642.85714285714,0.571428571428571,0.961433994169096
"39",3071.42857142857,0.571428571428571,1.05684720116618
"40",3500,0.571428571428571,1.165112303207
"41",500,0.714285714285714,0.495943666180758
"42",928.571428571429,0.714285714285714,0.5217997303207
"43",1357.14285714286,0.714285714285714,0.565526173469388
"44",1785.71428571429,0.714285714285714,0.627122995626822
"45",2214.28571428571,0.714285714285714,0.706590196793003
"46",2642.85714285714,0.714285714285714,0.80392777696793
"47",3071.42857142857,0.714285714285714,0.919135736151603
"48",3500,0.714285714285714,1.05221407434402
"49",500,0.857142857142857,0.459275349854228
"50",928.571428571429,0.857142857142857,0.472135204081633
"51",1357.14285714286,0.857142857142857,0.507883921282799
"52",1785.71428571429,0.857142857142857,0.566521501457726
"53",2214.28571428571,0.857142857142857,0.648047944606414
"54",2642.85714285714,0.857142857142857,0.752463250728863
"55",3071.42857142857,0.857142857142857,0.879767419825074
"56",3500,0.857142857142857,1.02996045189504
"57",500,1,0.6545875
"58",928.571428571429,1,0.646752602040816
"59",1357.14285714286,1,0.666825051020408
"60",1785.71428571429,1,0.714804846938775
"61",2214.28571428571,1,0.790691989795918
"62",2642.85714285714,1,0.894486479591837
"63",3071.42857142857,1,1.02618831632653
"64",3500,1,1.1857975
